9606.ENSP00000478255
9606.ENSP00000352121
9606.ENSP00000351905
9606.ENSP00000351671
9606.ENSP00000351273
9606.ENSP00000350911
9606.ENSP00000350512
9606.ENSP00000350198
9606.ENSP00000349971
9606.ENSP00000349437
9606.ENSP00000349324
9606.ENSP00000349296
9606.ENSP00000348461
9606.ENSP00000348170
9606.ENSP00000347979
9606.ENSP00000347942
9606.ENSP00000347591
9606.ENSP00000346839
9606.ENSP00000346508
9606.ENSP00000346032
9606.ENSP00000345571
9606.ENSP00000345347
9606.ENSP00000344635
9606.ENSP00000344456
9606.ENSP00000344192
9606.ENSP00000342235
9606.ENSP00000341551
9606.ENSP00000341189
9606.ENSP00000341170
9606.ENSP00000341032
9606.ENSP00000340691
9606.ENSP00000339328
9606.ENSP00000339191
9606.ENSP00000337675
9606.ENSP00000337088
9606.ENSP00000337053
9606.ENSP00000336790
9606.ENSP00000336762
9606.ENSP00000335544
9606.ENSP00000335153
9606.ENSP00000333769
9606.ENSP00000333633
9606.ENSP00000333568
9606.ENSP00000332973
9606.ENSP00000332602
9606.ENSP00000332353
9606.ENSP00000332296
9606.ENSP00000331741
9606.ENSP00000331358
9606.ENSP00000330237
9606.ENSP00000329797
9606.ENSP00000329418
9606.ENSP00000329357
9606.ENSP00000329243
9606.ENSP00000328547
9606.ENSP00000327513
9606.ENSP00000325120
9606.ENSP00000324856
9606.ENSP00000324806
9606.ENSP00000324248
9606.ENSP00000324173
9606.ENSP00000322788
9606.ENSP00000320935
9606.ENSP00000320171
9606.ENSP00000320147
9606.ENSP00000319788
9606.ENSP00000319635
9606.ENSP00000318822
9606.ENSP00000317272
9606.ENSP00000315644
9606.ENSP00000312664
9606.ENSP00000312455
9606.ENSP00000311697
9606.ENSP00000311127
9606.ENSP00000311032
9606.ENSP00000310520
9606.ENSP00000310263
9606.ENSP00000310036
9606.ENSP00000309572
9606.ENSP00000308938
9606.ENSP00000308720
9606.ENSP00000308208
9606.ENSP00000307786
9606.ENSP00000307235
9606.ENSP00000307023
9606.ENSP00000306512
9606.ENSP00000306245
9606.ENSP00000305651
9606.ENSP00000304915
9606.ENSP00000304895
9606.ENSP00000304669
9606.ENSP00000304592
9606.ENSP00000302665
9606.ENSP00000302564
9606.ENSP00000302530
9606.ENSP00000302486
9606.ENSP00000302111
9606.ENSP00000301633
9606.ENSP00000301305
9606.ENSP00000301258
9606.ENSP00000301244
9606.ENSP00000300738
9606.ENSP00000300403
9606.ENSP00000300093
9606.ENSP00000298552
9606.ENSP00000297261
9606.ENSP00000296695
9606.ENSP00000296677
9606.ENSP00000296585
9606.ENSP00000296575
9606.ENSP00000296511
9606.ENSP00000296474
9606.ENSP00000296145
9606.ENSP00000295897
9606.ENSP00000295683
9606.ENSP00000295589
9606.ENSP00000295400
9606.ENSP00000293897
9606.ENSP00000293549
9606.ENSP00000293288
9606.ENSP00000292408
9606.ENSP00000291527
9606.ENSP00000291526
9606.ENSP00000290573
9606.ENSP00000290295
9606.ENSP00000290291
9606.ENSP00000289081
9606.ENSP00000288840
9606.ENSP00000288602
9606.ENSP00000288135
9606.ENSP00000287936
9606.ENSP00000287820
9606.ENSP00000287641
9606.ENSP00000286648
9606.ENSP00000285735
9606.ENSP00000285407
9606.ENSP00000285379
9606.ENSP00000285238
9606.ENSP00000283147
9606.ENSP00000282397
9606.ENSP00000281708
9606.ENSP00000281537
9606.ENSP00000280357
9606.ENSP00000278616
9606.ENSP00000277541
9606.ENSP00000277120
9606.ENSP00000276927
9606.ENSP00000276925
9606.ENSP00000276431
9606.ENSP00000275493
9606.ENSP00000274026
9606.ENSP00000273375
9606.ENSP00000272519
9606.ENSP00000269571
9606.ENSP00000269305
9606.ENSP00000269141
9606.ENSP00000268766
9606.ENSP00000268035
9606.ENSP00000267843
9606.ENSP00000267377
9606.ENSP00000267163
9606.ENSP00000267101
9606.ENSP00000266970
9606.ENSP00000265849
9606.ENSP00000265734
9606.ENSP00000265433
9606.ENSP00000265371
9606.ENSP00000265362
9606.ENSP00000265171
9606.ENSP00000265077
9606.ENSP00000264968
9606.ENSP00000264832
9606.ENSP00000264657
9606.ENSP00000264498
9606.ENSP00000264039
9606.ENSP00000263967
9606.ENSP00000263923
9606.ENSP00000263826
9606.ENSP00000263735
9606.ENSP00000263464
9606.ENSP00000263341
9606.ENSP00000263339
9606.ENSP00000263317
9606.ENSP00000263274
9606.ENSP00000263253
9606.ENSP00000263233
9606.ENSP00000263087
9606.ENSP00000263025
9606.ENSP00000262948
9606.ENSP00000262887
9606.ENSP00000262643
9606.ENSP00000262238
9606.ENSP00000262160
9606.ENSP00000262158
9606.ENSP00000261937
9606.ENSP00000261799
9606.ENSP00000261769
9606.ENSP00000261584
9606.ENSP00000261254
9606.ENSP00000260356
9606.ENSP00000260227
9606.ENSP00000260128
9606.ENSP00000259008
9606.ENSP00000258149
9606.ENSP00000257904
9606.ENSP00000257430
9606.ENSP00000256857
9606.ENSP00000256646
9606.ENSP00000256442
9606.ENSP00000256010
9606.ENSP00000255030
9606.ENSP00000254301
9606.ENSP00000252809
9606.ENSP00000251849
9606.ENSP00000249373
9606.ENSP00000249075
9606.ENSP00000248553
9606.ENSP00000246657
9606.ENSP00000244869
9606.ENSP00000244050
9606.ENSP00000242261
9606.ENSP00000241261
9606.ENSP00000240652
9606.ENSP00000237612
9606.ENSP00000234590
9606.ENSP00000234420
9606.ENSP00000234313
9606.ENSP00000233735
9606.ENSP00000233146
9606.ENSP00000233143
9606.ENSP00000231790
9606.ENSP00000231449
9606.ENSP00000231061
9606.ENSP00000231004
9606.ENSP00000230990
9606.ENSP00000229795
9606.ENSP00000229769
9606.ENSP00000229135
9606.ENSP00000228872
9606.ENSP00000228682
9606.ENSP00000227507
9606.ENSP00000227155
9606.ENSP00000226730
9606.ENSP00000226574
9606.ENSP00000226218
9606.ENSP00000225577
9606.ENSP00000225474
9606.ENSP00000223095
9606.ENSP00000222390
9606.ENSP00000221992
9606.ENSP00000221930
9606.ENSP00000221132
9606.ENSP00000220003
9606.ENSP00000219070
9606.ENSP00000218388
9606.ENSP00000216911
9606.ENSP00000216797
9606.ENSP00000216714
9606.ENSP00000216492
9606.ENSP00000215909
9606.ENSP00000215832
9606.ENSP00000215743
9606.ENSP00000212355
9606.ENSP00000200181
9606.ENSP00000199764
9606.ENSP00000176195
9606.ENSP00000172229
9606.ENSP00000167588
9606.ENSP00000052754
9606.ENSP00000027335
9606.ENSP00000019103
9606.ENSP00000011292
9606.ENSP00000005257
9606.ENSP00000003084
